No.,ID,TIMESTAMP
1,27018,1777903689
2,13553,1777903690
3,16538,1777903691
4,10179,1777903693
5,7241,1777903694
6,27080,1777903695
7,12955,1777903696
8,26584,1777903697
9,12167,1777903698
10,25690,1777903699
11,19934,1777903700
12,727,1777903701
13,4927,1777903702
14,26910,1777903703
15,5709,1777903704
16,28530,1777903705
17,18121,1777903706
18,5737,1777903707
19,23420,1777903708
20,19791,1777903709
21,15288,1777903710
22,27666,1777903711
23,25852,1777903712
24,3314,1777903713
25,24914,1777903714
26,27630,1777903715
27,198,1777903716
28,12147,1777903717
29,3897,1777903718
30,14737,1777903719
31,8870,1777903720
32,20321,1777903721
33,20726,1777903722
34,9784,1777903723
35,5354,1777903724
36,18627,1777903725
37,605,1777903726
38,4682,1777903727
39,20836,1777903728
40,21642,1777903729
41,5968,1777903730
42,16533,1777903731
43,25081,1777903732
44,2457,1777903733
45,22698,1777903734
46,27322,1777903735
47,3624,1777903736
48,15742,1777903737
49,2293,1777903738
50,15320,1777903739
51,27637,1777903740
52,177,1777903741
53,20732,1777903742
54,29522,1777903743
55,4280,1777903744
56,10454,1777903745
57,22589,1777903746
58,24301,1777903747
59,7518,1777903748
60,21650,1777903749
61,23057,1777903750
62,24740,1777903751
63,13972,1777903752
64,13610,1777903753
65,25174,1777903754
66,11358,1777903755
67,6619,1777903756
68,13808,1777903757
69,2343,1777903758
70,26630,1777903759
71,23787,1777903760
72,27259,1777903761
73,9826,1777903762
74,13508,1777903763
75,4256,1777903764
76,28564,1777903765
77,28521,1777903766
78,26427,1777903767
79,18795,1777903768
80,6275,1777903769
81,28070,1777903770
82,13094,1777903771
83,25732,1777903772
84,14009,1777903773
85,12776,1777903774
86,27028,1777903775
87,11529,1777903776
88,18214,1777903777
89,19937,1777903778
90,22241,1777903779
91,13785,1777903780
92,27533,1777903781
93,16000,1777903782
94,11216,1777903783
95,25164,1777903784
96,23724,1777903785
97,12925,1777903786
98,17568,1777903787
99,9722,1777903788
100,19229,1777903789
101,21437,1777903790
102,12115,1777903791
103,27819,1777903792
104,12702,1777903793
105,21386,1777903794
106,6195,1777903795
107,8967,1777903796
108,11910,1777903797
109,7986,1777903798
110,5381,1777903799
111,3660,1777903800
112,21211,1777903801
113,24209,1777903802
114,27307,1777903803
115,213,1777903804
116,5103,1777903805
117,20532,1777903806
118,20510,1777903807
119,12779,1777903808
120,28984,1777903809
121,6815,1777903810
122,24631,1777903811
123,28048,1777903812
124,19763,1777903813
125,27182,1777903814
126,21463,1777903815
127,23070,1777903816
128,20504,1777903817
129,27354,1777903818
130,2710,1777903819
131,29999,1777903820
132,26834,1777903821
133,9673,1777903822
134,8508,1777903823
135,16080,1777903824
136,25328,1777903825
137,10568,1777903826
138,26346,1777903827
139,22972,1777903829
140,22889,1777903830
141,22069,1777903831
142,6524,1777903832
143,16841,1777903833
144,14575,1777903834
145,17565,1777903835
146,29814,1777903836
147,3121,1777903837
148,12320,1777903838
149,10225,1777903839
150,15168,1777903840
151,27671,1777903841
152,27128,1777903842
153,9456,1777903843
154,24539,1777903844
155,7543,1777903845
156,28548,1777903846
157,13759,1777903847
158,17285,1777903848
159,16069,1777903849
160,8614,1777903850
161,11343,1777903851
162,4030,1777903852
163,18518,1777903853
164,16517,1777903854
165,11562,1777903855
166,6646,1777903856
167,12464,1777903857
168,13282,1777903858
169,6342,1777903859
170,7174,1777903860
171,2849,1777903861
172,25713,1777903862
173,2882,1777903863
174,24804,1777903864
175,3775,1777903865
176,18648,1777903866
177,3536,1777903867
178,27033,1777903868
179,13221,1777903869
180,6133,1777903870
181,29161,1777903871
182,20614,1777903872
183,1847,1777903873
184,13392,1777903874
185,6988,1777903875
186,13239,1777903876
187,5667,1777903877
188,9550,1777903878
189,6456,1777903879
190,11170,1777903880
191,24920,1777903881
192,26137,1777903882
193,21182,1777903883
194,2389,1777903884
195,4377,1777903885
196,2911,1777903886
197,23937,1777903887
198,20664,1777903888
199,10769,1777903889
200,26105,1777903890
